model,filename,download_url,opendap_url,r,i,p,f,Varient,period,Var,grid,timeStep,start,stop,experiment,inspan
CESM2,tas_day_CESM2_piControl_r1i1p1f1_gn_12000101-12001231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/day/tas/gn/v20190320/tas_day_CESM2_piControl_r1i1p1f1_gn_12000101-12001231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/day/tas/gn/v20190320/tas_day_CESM2_piControl_r1i1p1f1_gn_12000101-12001231.nc,1,1,1,1,r1i1p1f1,piControl,tas,gn,day,1200,1200,4x,True
CESM2,huss_day_CESM2_piControl_r1i1p1f1_gn_11700101-11791231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/day/huss/gn/v20190320/huss_day_CESM2_piControl_r1i1p1f1_gn_11700101-11791231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/day/huss/gn/v20190320/huss_day_CESM2_piControl_r1i1p1f1_gn_11700101-11791231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gn,day,1170,1179,4x,True
CESM2,huss_day_CESM2_piControl_r1i1p1f1_gn_11800101-11891231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/day/huss/gn/v20190320/huss_day_CESM2_piControl_r1i1p1f1_gn_11800101-11891231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/day/huss/gn/v20190320/huss_day_CESM2_piControl_r1i1p1f1_gn_11800101-11891231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gn,day,1180,1189,4x,True
CESM2,huss_day_CESM2_piControl_r1i1p1f1_gn_11900101-11991231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/day/huss/gn/v20190320/huss_day_CESM2_piControl_r1i1p1f1_gn_11900101-11991231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/day/huss/gn/v20190320/huss_day_CESM2_piControl_r1i1p1f1_gn_11900101-11991231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gn,day,1190,1199,4x,True
CESM2,huss_day_CESM2_piControl_r1i1p1f1_gn_12000101-12001231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/day/huss/gn/v20190320/huss_day_CESM2_piControl_r1i1p1f1_gn_12000101-12001231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/day/huss/gn/v20190320/huss_day_CESM2_piControl_r1i1p1f1_gn_12000101-12001231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gn,day,1200,1200,4x,True
CESM2,ps_Amon_CESM2_piControl_r1i1p1f1_gn_110001-120012.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/Amon/ps/gn/v20190320/ps_Amon_CESM2_piControl_r1i1p1f1_gn_110001-120012.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/Amon/ps/gn/v20190320/ps_Amon_CESM2_piControl_r1i1p1f1_gn_110001-120012.nc,1,1,1,1,r1i1p1f1,piControl,ps,gn,mon,1100,1200,4x,True
CESM2,tas_day_CESM2_historical_r5i1p1f1_gn_19900101-19991231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2/historical/r5i1p1f1/day/tas/gn/v20190308/tas_day_CESM2_historical_r5i1p1f1_gn_19900101-19991231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2/historical/r5i1p1f1/day/tas/gn/v20190308/tas_day_CESM2_historical_r5i1p1f1_gn_19900101-19991231.nc,5,1,1,1,r5i1p1f1,historical,tas,gn,day,1990,1999,SSP245,True
CESM2,tas_day_CESM2_historical_r5i1p1f1_gn_20000101-20091231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2/historical/r5i1p1f1/day/tas/gn/v20190308/tas_day_CESM2_historical_r5i1p1f1_gn_20000101-20091231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2/historical/r5i1p1f1/day/tas/gn/v20190308/tas_day_CESM2_historical_r5i1p1f1_gn_20000101-20091231.nc,5,1,1,1,r5i1p1f1,historical,tas,gn,day,2000,2009,SSP245,True
CESM2,tas_day_CESM2_historical_r5i1p1f1_gn_20100101-20150101.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2/historical/r5i1p1f1/day/tas/gn/v20190308/tas_day_CESM2_historical_r5i1p1f1_gn_20100101-20150101.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2/historical/r5i1p1f1/day/tas/gn/v20190308/tas_day_CESM2_historical_r5i1p1f1_gn_20100101-20150101.nc,5,1,1,1,r5i1p1f1,historical,tas,gn,day,2010,2015,SSP245,True
CESM2,huss_day_CESM2_historical_r5i1p1f1_gn_19900101-19991231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2/historical/r5i1p1f1/day/huss/gn/v20190308/huss_day_CESM2_historical_r5i1p1f1_gn_19900101-19991231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2/historical/r5i1p1f1/day/huss/gn/v20190308/huss_day_CESM2_historical_r5i1p1f1_gn_19900101-19991231.nc,5,1,1,1,r5i1p1f1,historical,huss,gn,day,1990,1999,SSP245,True
CESM2,huss_day_CESM2_historical_r5i1p1f1_gn_20000101-20091231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2/historical/r5i1p1f1/day/huss/gn/v20190308/huss_day_CESM2_historical_r5i1p1f1_gn_20000101-20091231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2/historical/r5i1p1f1/day/huss/gn/v20190308/huss_day_CESM2_historical_r5i1p1f1_gn_20000101-20091231.nc,5,1,1,1,r5i1p1f1,historical,huss,gn,day,2000,2009,SSP245,True
CESM2,huss_day_CESM2_historical_r5i1p1f1_gn_20100101-20150101.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2/historical/r5i1p1f1/day/huss/gn/v20190308/huss_day_CESM2_historical_r5i1p1f1_gn_20100101-20150101.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2/historical/r5i1p1f1/day/huss/gn/v20190308/huss_day_CESM2_historical_r5i1p1f1_gn_20100101-20150101.nc,5,1,1,1,r5i1p1f1,historical,huss,gn,day,2010,2015,SSP245,True
CESM2,ps_Amon_CESM2_historical_r5i1p1f1_gn_185001-201412.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2/historical/r5i1p1f1/Amon/ps/gn/v20190308/ps_Amon_CESM2_historical_r5i1p1f1_gn_185001-201412.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2/historical/r5i1p1f1/Amon/ps/gn/v20190308/ps_Amon_CESM2_historical_r5i1p1f1_gn_185001-201412.nc,5,1,1,1,r5i1p1f1,historical,ps,gn,mon,1850,2014,SSP245,True
CESM2,tas_day_CESM2_ssp245_r10i1p1f1_gn_20750101-20841231.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp245/r10i1p1f1/day/tas/gn/v20200528/tas_day_CESM2_ssp245_r10i1p1f1_gn_20750101-20841231.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp245/r10i1p1f1/day/tas/gn/v20200528/tas_day_CESM2_ssp245_r10i1p1f1_gn_20750101-20841231.nc,10,1,1,1,r10i1p1f1,ssp245,tas,gn,day,2075,2084,SSP245,True
CESM2,tas_day_CESM2_ssp245_r10i1p1f1_gn_20850101-20941231.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp245/r10i1p1f1/day/tas/gn/v20200528/tas_day_CESM2_ssp245_r10i1p1f1_gn_20850101-20941231.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp245/r10i1p1f1/day/tas/gn/v20200528/tas_day_CESM2_ssp245_r10i1p1f1_gn_20850101-20941231.nc,10,1,1,1,r10i1p1f1,ssp245,tas,gn,day,2085,2094,SSP245,True
CESM2,tas_day_CESM2_ssp245_r10i1p1f1_gn_20950101-21010101.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp245/r10i1p1f1/day/tas/gn/v20200528/tas_day_CESM2_ssp245_r10i1p1f1_gn_20950101-21010101.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp245/r10i1p1f1/day/tas/gn/v20200528/tas_day_CESM2_ssp245_r10i1p1f1_gn_20950101-21010101.nc,10,1,1,1,r10i1p1f1,ssp245,tas,gn,day,2095,2101,SSP245,True
CESM2,huss_day_CESM2_ssp245_r10i1p1f1_gn_20750101-20841231.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp245/r10i1p1f1/day/huss/gn/v20200528/huss_day_CESM2_ssp245_r10i1p1f1_gn_20750101-20841231.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp245/r10i1p1f1/day/huss/gn/v20200528/huss_day_CESM2_ssp245_r10i1p1f1_gn_20750101-20841231.nc,10,1,1,1,r10i1p1f1,ssp245,huss,gn,day,2075,2084,SSP245,True
CESM2,huss_day_CESM2_ssp245_r10i1p1f1_gn_20850101-20941231.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp245/r10i1p1f1/day/huss/gn/v20200528/huss_day_CESM2_ssp245_r10i1p1f1_gn_20850101-20941231.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp245/r10i1p1f1/day/huss/gn/v20200528/huss_day_CESM2_ssp245_r10i1p1f1_gn_20850101-20941231.nc,10,1,1,1,r10i1p1f1,ssp245,huss,gn,day,2085,2094,SSP245,True
CESM2,huss_day_CESM2_ssp245_r10i1p1f1_gn_20950101-21010101.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp245/r10i1p1f1/day/huss/gn/v20200528/huss_day_CESM2_ssp245_r10i1p1f1_gn_20950101-21010101.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp245/r10i1p1f1/day/huss/gn/v20200528/huss_day_CESM2_ssp245_r10i1p1f1_gn_20950101-21010101.nc,10,1,1,1,r10i1p1f1,ssp245,huss,gn,day,2095,2101,SSP245,True
CESM2,ps_Amon_CESM2_ssp245_r10i1p1f1_gn_206501-210012.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp245/r10i1p1f1/Amon/ps/gn/v20200528/ps_Amon_CESM2_ssp245_r10i1p1f1_gn_206501-210012.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2/ssp245/r10i1p1f1/Amon/ps/gn/v20200528/ps_Amon_CESM2_ssp245_r10i1p1f1_gn_206501-210012.nc,10,1,1,1,r10i1p1f1,ssp245,ps,gn,mon,2065,2100,SSP245,True
CESM2-FV2,tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01210101-01301231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20200403/tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01210101-01301231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20200403/tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01210101-01301231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,gn,day,121,130,4x,True
CESM2-FV2,tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01310101-01401231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20200403/tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01310101-01401231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20200403/tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01310101-01401231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,gn,day,131,140,4x,True
CESM2-FV2,tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01410101-01510101.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20200403/tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01410101-01510101.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20200403/tas_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01410101-01510101.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,gn,day,141,151,4x,True
CESM2-FV2,huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01210101-01301231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20200403/huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01210101-01301231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20200403/huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01210101-01301231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,huss,gn,day,121,130,4x,True
CESM2-FV2,huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01310101-01401231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20200403/huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01310101-01401231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20200403/huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01310101-01401231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,huss,gn,day,131,140,4x,True
CESM2-FV2,huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01410101-01510101.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20200403/huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01410101-01510101.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20200403/huss_day_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_01410101-01510101.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,huss,gn,day,141,151,4x,True
CESM2-FV2,ps_Amon_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_010101-015012.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/Amon/ps/gn/v20200403/ps_Amon_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_010101-015012.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-FV2/abrupt-4xCO2/r1i1p1f1/Amon/ps/gn/v20200403/ps_Amon_CESM2-FV2_abrupt-4xCO2_r1i1p1f1_gn_010101-015012.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,ps,gn,mon,101,150,4x,True
CESM2-FV2,tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04710101-04801231.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/tas/gn/v20191120/tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04710101-04801231.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/tas/gn/v20191120/tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04710101-04801231.nc,1,1,1,1,r1i1p1f1,piControl,tas,gn,day,471,480,4x,True
CESM2-FV2,tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04810101-04901231.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/tas/gn/v20191120/tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04810101-04901231.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/tas/gn/v20191120/tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04810101-04901231.nc,1,1,1,1,r1i1p1f1,piControl,tas,gn,day,481,490,4x,True
CESM2-FV2,tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04910101-05010101.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/tas/gn/v20191120/tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04910101-05010101.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/tas/gn/v20191120/tas_day_CESM2-FV2_piControl_r1i1p1f1_gn_04910101-05010101.nc,1,1,1,1,r1i1p1f1,piControl,tas,gn,day,491,501,4x,True
CESM2-FV2,huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04710101-04801231.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/huss/gn/v20191120/huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04710101-04801231.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/huss/gn/v20191120/huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04710101-04801231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gn,day,471,480,4x,True
CESM2-FV2,huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04810101-04901231.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/huss/gn/v20191120/huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04810101-04901231.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/huss/gn/v20191120/huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04810101-04901231.nc,1,1,1,1,r1i1p1f1,piControl,huss,gn,day,481,490,4x,True
CESM2-FV2,huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04910101-05010101.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/huss/gn/v20191120/huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04910101-05010101.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/day/huss/gn/v20191120/huss_day_CESM2-FV2_piControl_r1i1p1f1_gn_04910101-05010101.nc,1,1,1,1,r1i1p1f1,piControl,huss,gn,day,491,501,4x,True
CESM2-FV2,ps_Amon_CESM2-FV2_piControl_r1i1p1f1_gn_045101-050012.nc,http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/Amon/ps/gn/v20191120/ps_Amon_CESM2-FV2_piControl_r1i1p1f1_gn_045101-050012.nc,http://esgf-data.ucar.edu/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/Amon/ps/gn/v20191120/ps_Amon_CESM2-FV2_piControl_r1i1p1f1_gn_045101-050012.nc,1,1,1,1,r1i1p1f1,piControl,ps,gn,mon,451,500,4x,True
CESM2-WACCM,tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01200101-01291231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20190425/tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01200101-01291231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20190425/tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01200101-01291231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,gn,day,120,129,4x,True
CESM2-WACCM,tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01300101-01391231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20190425/tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01300101-01391231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20190425/tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01300101-01391231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,gn,day,130,139,4x,True
CESM2-WACCM,tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01400101-01491231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20190425/tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01400101-01491231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20190425/tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01400101-01491231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,gn,day,140,149,4x,True
CESM2-WACCM,tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01500101-01510101.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20190425/tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01500101-01510101.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/tas/gn/v20190425/tas_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01500101-01510101.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,gn,day,150,151,4x,True
CESM2-WACCM,huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01200101-01291231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20190425/huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01200101-01291231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20190425/huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01200101-01291231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,huss,gn,day,120,129,4x,True
CESM2-WACCM,huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01300101-01391231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20190425/huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01300101-01391231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20190425/huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01300101-01391231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,huss,gn,day,130,139,4x,True
CESM2-WACCM,huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01400101-01491231.nc,http://aims3.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20190425/huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01400101-01491231.nc,http://aims3.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/huss/gn/v20190425/huss_day_CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_gn_01400101-01491231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,huss,gn,day,140,149,4x,True
